,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Stars
4562,Data Engineer,100000-119999,data_engineer,"['Java', 'Big Data', 'Data Warehouse', 'R', 'Oracle', 'Python', 'SQL']",7,Raymond James,4
4563,Data Engineer,100000-119999,data_engineer,"['MySQL', 'Machine Learning', 'Design Experience', 'NoSQL', 'REST', 'Python', 'AWS']",7,Nevro Corporation,4
4564,Data Engineer (ETL),100000-119999,data_engineer,"['Microsoft SQL Server', 'SOAP', 'XML', 'Scripting', 'SQL', 'JSON', 'Teradata', 'Big Data', 'MySQL', 'Data Analysis', 'Shell Scripting', 'REST', 'PostgreSQL', 'AWS']",14,"MOBE, LLC",0
4565,Data Engineer,100000-119999,data_engineer,"['Linux', 'SDLC', 'Oracle', 'SQL', 'Cloud Computing', 'Java', 'MySQL', 'MongoDB', 'Troubleshooting', 'Software Development', 'PostgreSQL', 'NoSQL', 'Jenkins', 'Jira', 'Elasticsearch', 'AWS']",16,Tompkins International,3
4566,Data Engineer - Infrastructure,100000-119999,data_engineer,"['SQL', 'Java', 'Spark', 'Kubernetes', 'Docker', 'Python', 'AWS']",7,JUUL Labs,4
4567,Data Engineer,100000-119999,data_engineer,"['T-SQL', 'Microsoft SQL Server', 'DNS', 'Network', 'SQL']",5,Wolverine Trading,4
4568,Data Engineer Co-op,100000-119999,data_engineer,"['Java', 'Python', 'SQL', 'AWS']",4,Asics Digital,0
4569,Data Engineer,100000-119999,data_engineer,"['Linux', 'Ruby', 'Scala', 'Java', 'iOS', 'Cassandra', 'FedRAMP', 'SSH', 'Software Development', 'PCI']",10,Cisco Systems,4
4570,Data Engineer,100000-119999,data_engineer,"['JavaScript', 'Design Patterns', 'Microsoft SQL Server', 'Ruby', 'Pentaho', 'Oracle', 'SQL', 'Java', 'PL/SQL', 'Cassandra', 'PostgreSQL', 'NoSQL', 'SVN']",13,Code Pilot,0
4571,Big Data Engineer,100000-119999,data_engineer,"['Hive', 'R', 'SQL', 'Big Data', 'Jenkins', 'Jira', 'Hadoop', 'Scala', 'Kafka', 'CI/CD', 'Tableau', 'Java', 'Git', 'Python']",14,Allstate,4
4572,BI Data Engineer,100000-119999,data_engineer,"['SQL', 'Data Warehouse']",2,Conduent,3
4573,Data Engineer,100000-119999,data_engineer,"['Microsoft SQL Server', 'Power BI', 'Azure', 'SQL']",4,The Walsh Group,3
4574,Data Engineer,100000-119999,data_engineer,"['TensorFlow', 'Linux', 'Machine Learning', 'Go', 'C/C++', 'SQL', 'Apache', 'Splunk', 'MySQL', 'PostgreSQL', 'Hadoop', 'Scala', 'SQLite', 'Ansible', 'Java', 'MongoDB', 'Spark', 'Docker', 'NoSQL', 'REST']",20,Object Computing Inc.,4
4575,Data Engineer,100000-119999,data_engineer,"['JavaScript', 'Design Patterns', 'Microsoft SQL Server', 'Ruby', 'Pentaho', 'Oracle', 'SQL', 'Java', 'PL/SQL', 'Cassandra', 'PostgreSQL', 'NoSQL', 'SVN']",13,Code Pilot,0
4576,Data Engineer,100000-119999,data_engineer,"['Java', 'Machine Learning', 'Data Warehouse', 'NoSQL', 'Python', 'SQL', 'AWS']",7,Lirio,0
4577,Data Engineer,100000-119999,data_engineer,"['Pig', 'TensorFlow', 'Hive', 'Microsoft SQL Server', 'Machine Learning', 'R', 'Azure', 'C/C++', 'SQL', 'Apache', 'MySQL', 'C#', 'PostgreSQL', 'PHP', 'Ruby', 'Hadoop', 'HBase', '.Net', 'Java']",19,Paycom,4
4578,Data Engineer,100000-119999,data_engineer,"['Pig', 'Hive', 'Microsoft SQL Server', 'Hadoop', 'R', 'Azure', 'Scala', 'SQL', 'Spark', 'Python', 'AWS']",11,Atlantic Health System,4
4579,Data Engineer,100000-119999,data_engineer,"['Linux', 'Microsoft SQL Server', 'Microsoft Powerpoint', 'Oracle', 'SQL', 'Windows', 'T-SQL', 'MySQL', 'Data Warehouse']",9,VVC Holding Corp,0
4580,Data Engineer,100000-119999,data_engineer,,0,A. H. Belo Corporation,3
4581,Customer Data Engineer I - ObjectRocket,100000-119999,data_engineer,"['Linux', 'Database Administration', 'Red Hat Enterprise Linux', 'Hadoop', 'Scripting', 'Ubuntu', 'HBase', 'Apache', 'Java', 'CentOS', 'Cassandra', 'MongoDB', 'NGINX', 'Redis', 'Shell Scripting', 'NoSQL', 'PostgreSQL', 'New Relic', 'Python', 'Elasticsearch']",20,Rackspace,4
4582,Search Engine Data Engineer,100000-119999,data_engineer,"['Lucene', 'Linux', 'Solr', 'Elasticsearch']",4,Curbside,4
4583,Data Engineer - Deep Learning,100000-119999,data_engineer,"['Data Mining', 'Machine Learning', 'Software Development', 'OOP']",4,Susquehanna International Group,4
4584,"Data Engineer, Business Intelligence and Analytics",100000-119999,data_engineer,"['Machine Learning', 'Project Management']",2,Plante & Moran,4
4585,Data Engineer,100000-119999,data_engineer,"['JavaScript', 'Hadoop', 'SQL', 'Cassandra', 'PostgreSQL', 'NoSQL', 'Python', 'AWS']",8,Pluralsight,4
4586,Data Engineer,100000-119999,data_engineer,,0,"Viral Launch, Inc.",0
4587,Data Engineer,100000-119999,data_engineer,"['JavaScript', 'System Design', 'Scala', 'Perl', 'C/C++', 'SQL', 'Java', '.Net', 'Big Data', 'C#', 'Shell Scripting', 'NoSQL', 'Python']",13,Columbia University,4
4588,Data Engineer,100000-119999,data_engineer,"['Java', 'Big Data', 'Data Warehouse', 'R', 'Oracle', 'Python', 'SQL']",7,Raymond James,4
4589,Data Engineer,100000-119999,data_engineer,"['Linux', 'SDLC', 'Apache', 'Splunk', 'Data Warehouse', 'Software Development', 'PostgreSQL', 'Python', 'Elasticsearch']",9,Forcepoint,3
4590,Data Engineer,100000-119999,data_engineer,"['Pig', 'Hive', 'Business Intelligence', 'Hadoop', 'Scala', 'ZooKeeper', 'Tableau', 'Java', 'MySQL', 'Spark', 'Data Warehouse', 'Design Experience', 'PostgreSQL', 'Python', 'OOP', 'AWS']",16,Ramsey Solutions,5
4591,Scientific Data Engineer,100000-119999,data_engineer,"['Machine Learning', 'CI/CD', 'C/C++', 'Java', 'MySQL', 'MongoDB', 'CI', 'Git', 'PostgreSQL', 'Redis', 'REST', 'Python', 'SVN']",13,Lawrence Berkeley National Laboratory,4
4592,Big Data Engineer,100000-119999,data_engineer,"['Machine Learning', 'Hadoop', 'Scala', 'CI/CD', 'Cloud Computing', 'Big Data', 'Java', 'S3', 'Spark', 'CI', 'Software Development', 'Python', 'AWS']",13,Bose,4
4593,Data Engineer,100000-119999,data_engineer,"['Design Experience', 'SAP', 'Azure']",3,Mars,4
4594,DATA ENGINEER,100000-119999,data_engineer,"['Hive', 'Hadoop', 'Scala', 'Kafka', 'Azure', 'IT Experience', 'Big Data', 'Maven', 'Spark', 'Git', 'NoSQL', 'Python', 'Build Automation', 'Jenkins', 'AWS']",15,Foot Locker,4
4595,Data Engineer,100000-119999,data_engineer,"['Hive', 'R', 'Hadoop', 'Scala', 'Java', 'Spark', 'Python']",7,State Auto Insurance Companies,3
4596,Data Engineer,100000-119999,data_engineer,"['SQL', 'Informatica', 'Jira', 'Business Intelligence', 'Data Mining', 'PowerShell', 'Scripting', 'Kafka', 'Tableau', 'Java']",10,Sentry Insurance,3
4597,Data Engineer,100000-119999,data_engineer,"['Pig', 'Linux', 'Hive', 'Machine Learning', 'Hadoop', 'Scala', 'SQL', 'Java', 'Spark', 'Data Warehouse', 'Python']",11,Overstock.com,4
4598,Data Engineer,100000-119999,data_engineer,"['JavaScript', 'Machine Learning', 'R', 'SQL', 'Python', 'AWS']",6,Farmers Fridge,0
4599,Data Engineer,100000-119999,data_engineer,"['Microsoft SQL Server', 'Azure', 'R', 'SQL', 'NoSQL', 'Python']",6,Southern Poverty Law Center,5
4600,Staff Data Engineer,100000-119999,data_engineer,"['Linux', 'Microsoft SQL Server', 'Ruby', 'Scripting', 'Hadoop', 'Google Cloud Platform', 'SDLC', 'SAS', 'SQL', 'Design Experience', 'Shell Scripting', 'REST', 'Python', 'AWS']",14,Privia Health,3
4601,Watson Health - Data Engineer,100000-119999,data_engineer,"['Java', 'Epic', 'Machine Learning', 'Design Experience', 'Python', 'SQL']",6,IBM,4
4602,Data Engineer,100000-119999,data_engineer,"['Machine Learning', 'Scripting', 'Project Management', 'Scala', 'SQL', 'Java', 'PaaS', 'Python', 'AWS']",9,Pizza Hut,4
4603,Data Engineer,100000-119999,data_engineer,"['Java', 'Big Data', 'Data Warehouse', 'R', 'Oracle', 'Python', 'SQL']",7,Raymond James,4
4604,Data Engineer,100000-119999,data_engineer,"['Ruby', 'Data Mining', 'R', 'Perl', 'C/C++', 'SQL', 'Java', 'Analysis Skills', 'Python']",9,"GlobalLogic, Inc.",4
4605,Big Data Engineer,100000-119999,data_engineer,"['Hive', 'R', 'SQL', 'Big Data', 'Jenkins', 'Jira', 'Hadoop', 'Scala', 'Kafka', 'CI/CD', 'Tableau', 'Java', 'Git', 'Python']",14,Allstate,4
4606,Data Engineer,100000-119999,data_engineer,"['Go', 'SQL', 'Java', 'Spark', 'Shell Scripting', 'Python']",6,The New York Times,4
4607,Data Engineer,100000-119999,data_engineer,"['Hive', 'Salesforce Marketing Cloud', 'SQL', 'Software Development', 'PostgreSQL', 'Python', 'AWS']",7,United States Associati,0
4608,Data Engineer II,100000-119999,data_engineer,"['Microsoft SQL Server', 'Design Experience', 'SQL', 'Tableau']",4,Exact Sciences Corporation,3
4609,Data Engineer,100000-119999,data_engineer,"['Java', 'Big Data', 'Microsoft SQL Server', 'Data Warehouse', 'R', 'Oracle', 'Python', 'SQL']",8,Raymond James,4
4610,Data Engineer 3,100000-119999,data_engineer,,0,Paypal,4
4611,Data Engineer,100000-119999,data_engineer,"['Linux', 'Machine Learning', 'XML', 'Scripting', 'Project Management', 'Image Processing', 'JSON', 'HTML5', 'MySQL', 'MongoDB', 'AJAX', 'Python']",12,"Samsung Semiconductor, Inc.",4
4612,Data Engineer,100000-119999,data_engineer,"['Linux', 'Hive', 'Lean', 'C/C++', 'SQL', 'S3', 'MySQL', 'Kubernetes', 'Design Experience', 'PostgreSQL', 'GIS', 'Jenkins', 'Chef', 'Hadoop', 'Scala', 'HBase', 'Java', 'Git', 'Docker', 'Shell Scripting']",20,IBM,4
4613,Data Engineer,100000-119999,data_engineer,"['Linux', 'Machine Learning', 'Go', 'Azure', 'SQL', 'React', 'C#', 'Software Development', 'OOP', 'Web Development', 'JavaScript', 'SDLC', 'Kafka', 'Scala', '.Net', 'Java', 'Cassandra', 'MongoDB', 'Angular', 'NoSQL']",20,"InsideSales.com, Inc.",3
4614,"Data Engineer, Chicago",100000-119999,data_engineer,"['JavaScript', 'Design Patterns', 'Microsoft SQL Server', 'Ruby', 'Pentaho', 'Oracle', 'SQL', 'Java', 'PL/SQL', 'Cassandra', 'PostgreSQL', 'NoSQL', 'SVN']",13,Code Pilot,0
4615,BI Data Engineer,100000-119999,data_engineer,"['System Design', 'SQL', 'Data Warehouse']",3,Conduent,3
4616,Data Engineer,100000-119999,data_engineer,"['JavaScript', 'Linux', 'Hadoop', 'Scripting', 'Scala', 'SQL', 'Big Data', 'Java', 'Cassandra', 'Angular', 'Spark', 'PostgreSQL', 'NoSQL', 'Shell Scripting', 'Python', 'Military Experience']",16,Capital One,4
4617,Data Engineer,100000-119999,data_engineer,"['R', 'S3', 'Python', 'AWS']",4,REsurety,0
4618,"Data Engineer – Associate, Energy Efficiency Consulting",100000-119999,data_engineer,"['Microsoft SQL Server', 'PowerShell', 'Machine Learning', 'Go', 'Hadoop', 'R', 'Kafka', 'Azure', 'SAS', 'SQL', 'T-SQL', 'MySQL', 'MongoDB', 'Spark', 'NoSQL', 'FileMaker', 'Python', 'Jira']",18,"The Cadmus Group, Inc.",0
4619,Data Engineer,100000-119999,data_engineer,"['Chef', 'Microsoft SQL Server', 'Docker', 'Azure', 'Oracle', 'Jenkins']",6,GE Careers,4
4620,Data Engineer,100000-119999,data_engineer,"['PostgreSQL', 'Kafka', 'Python', 'SQL', 'AWS']",5,Simple,4
4621,Data Engineer,100000-119999,data_engineer,"['JavaScript', 'Ruby', 'Kubernetes', 'Elasticsearch', 'AWS']",5,Jebbit,0
4622,Data Engineer,100000-119999,data_engineer,"['Scripting', 'Google Cloud Platform', 'Azure', 'SQL', 'PL/SQL', 'Alteryx', 'Data Warehouse', 'Informatica', 'Shell Scripting', 'Python', 'AWS']",11,Slalom Consulting,4
4623,Data Engineer - SQL / Big Data / Java,100000-119999,data_engineer,"['Linux', 'XML', 'SQL', 'Java', 'Big Data', 'Git', 'Software Development', 'NoSQL', 'SVN']",9,Denodo,0
4624,Data Engineer,100000-119999,data_engineer,"['PeopleSoft', 'Ruby', 'SQL', 'Java', 'Analysis Skills', 'Data Warehouse', 'Design Experience', 'Git', 'PostgreSQL', 'Python', 'Jira', 'Ellucian', 'AWS']",13,Civitas Learning,4
4625,Data Engineer,100000-119999,data_engineer,"['Project Management', 'Hadoop', 'Google Cloud Platform', 'Kafka', 'Scala', 'C/C++', 'SQL', 'Big Data', 'Java', 'NoSQL', 'Python']",11,Auto Club Group,3
4626,Data Engineer,100000-119999,data_engineer,"['R', 'SQL', 'Tableau', 'Software Development', 'OOP']",5,Hamilton Lane,3
4627,Senior Data Engineer,100000-119999,data_engineer,"['Pig', 'Linux', 'Hive', 'Hadoop', 'SQL', 'HBase', 'Spark', 'Data Warehouse', 'Data Analysis']",9,Transamerica,4
4628,Big Data Engineer,100000-119999,data_engineer,"['Hive', 'R', 'SQL', 'Big Data', 'Jenkins', 'Jira', 'Hadoop', 'Scala', 'Kafka', 'CI/CD', 'Tableau', 'Java', 'Git', 'Python']",14,Allstate,4
4629,Data Engineer,100000-119999,data_engineer,"['JavaScript', 'Linux', 'Hadoop', 'Scala', 'SQL', 'Java', 'Big Data', 'Cassandra', 'Angular', 'Spark', 'Data Warehouse', 'PostgreSQL', 'NoSQL', 'Shell Scripting', 'Military Experience']",15,Capital One,4
4630,Data Engineer II,100000-119999,data_engineer,"['Microsoft SQL Server', 'Design Experience', 'SQL', 'Tableau']",4,Exact Sciences,3
4631,Big Data Engineer,100000-119999,data_engineer,"['Hive', 'R', 'SQL', 'Big Data', 'Jenkins', 'Jira', 'Hadoop', 'Scala', 'Kafka', 'CI/CD', 'Tableau', 'Java', 'Git', 'Python']",14,Allstate,4
4632,Data Engineer,100000-119999,data_engineer,"['SQL', 'Big Data', 'Java', 'MySQL', 'Spark', 'Software Development', 'Python', 'AWS']",8,"iSpot.tv, Inc.",0
4633,Data Engineer,100000-119999,data_engineer,"['Microsoft SQL Server', 'SQL', 'Apache', 'C#', 'Design Experience', 'Informatica', 'Jira', 'Data Mining', 'PowerShell', 'TFS', 'Scripting', 'Kafka', 'Oracle', 'Teradata', 'Tableau', '.Net', 'Java', 'Cassandra', 'MongoDB', 'Spark']",20,CapTech Consulting,4
4634,Data Engineer,100000-119999,data_engineer,"['Hadoop', 'Project Management', 'Scripting', 'Kafka', 'Scala', 'SQL', 'Big Data', 'Java', 'Spark', 'NoSQL', 'Python']",11,Navigator Management Partners,4
4635,Data Engineer,100000-119999,data_engineer,"['Linux', 'Ruby', 'Scala', 'Java', 'iOS', 'Cassandra', 'FedRAMP', 'SSH', 'Software Development', 'PCI']",10,Cisco Systems,4
4636,"Data Engineer, Automation Controls Engineering",100000-119999,data_engineer,"['Linux', 'Hive', 'Machine Learning', 'Kafka', 'CI/CD', 'Statisical Analysis', 'HBase', 'Java', 'Spark', 'Docker', 'Shell Scripting', 'Leadership Experience', 'Python']",13,Tesla,4
4637,Big Data Engineer,100000-119999,data_engineer,"['Hive', 'R', 'SQL', 'Big Data', 'Jenkins', 'Jira', 'Hadoop', 'Scala', 'Kafka', 'CI/CD', 'Tableau', 'Java', 'Git', 'Python']",14,Allstate,4
4638,Data Engineer 3,100000-119999,data_engineer,"['Business Intelligence', 'Hive', 'Microsoft SQL Server', 'Microsoft Powerpoint', 'Pentaho', 'Hadoop', 'Scala', 'R', 'Kafka', 'Oracle', 'SQL', 'Microsoft Office', 'Tableau', 'Java', 'Big Data', 'Spark', 'Data Warehouse', 'Informatica', 'Python']",19,Choice Hotels,4
4639,Big Data Engineer,100000-119999,data_engineer,"['Pig', 'Hive', 'TS/SCI Clearance', 'Hadoop', 'Java', 'Big Data', 'Spark', 'Software Development']",8,Booz Allen Hamilton,4
4640,"Data Engineer, IdentityAI",100000-119999,data_engineer,"['Machine Learning', 'Identity And Access Management', 'Scala', 'Kafka', 'DynamoDB', 'Java', 'Cassandra', 'Sailpoint', 'Spark', 'NoSQL', 'Elasticsearch']",11,SailPoint,4
4641,Data Engineer,100000-119999,data_engineer,"['Microsoft SQL Server', 'C/C++', 'Tableau', 'Java', '.Net', 'Visual Studio', 'Accounting', 'C#', 'Data Analysis', 'Python']",10,Voloridge Investment Management,0
4642,Big Data Engineer,100000-119999,data_engineer,"['Linux', 'Test Automation', 'Technical Writing', 'Hadoop', 'Kafka', 'SQL', 'Big Data', 'Splunk', 'Spark', 'Kubernetes', 'Git', 'Docker', 'Python']",13,Cisco Systems,4
4643,Big Data Engineer,100000-119999,data_engineer,"['Java', 'Hadoop', 'NoSQL', 'Build Automation']",4,Capgemini,4
4644,Data Engineer - Operations,100000-119999,data_engineer,"['Chef', 'Linux', 'Hive', 'Hadoop', 'Scripting', 'Scala', 'Ansible', 'JSON', 'Java', 'Spark', 'Shell Scripting', 'Puppet', 'Python', 'RHCE']",14,MapR,0
4645,"Data Engineer, MDM",100000-119999,data_engineer,"['Unit Testing', 'SQL']",2,AmeriSourceBergen,4
4646,Data Engineer,100000-119999,data_engineer,"['Microsoft SQL Server', 'Hadoop', 'Azure', 'SDLC', 'SQL', 'T-SQL', 'Spark', 'Data Warehouse', 'Software Development', 'NoSQL', 'Data Analysis']",11,Donnelley Financial Solutions,3
4647,Data Engineer,100000-119999,data_engineer,"['Microsoft SQL Server', 'Data Warehouse', 'Azure', 'SQL', 'AWS']",5,Theoris Services,5
4648,LE Big Data Engineer,100000-119999,data_engineer,"['Linux', 'Hive', 'Hadoop', 'SQL', 'PL/SQL', 'Data Warehouse', 'Git', 'Informatica', 'Python']",9,Paypal,4
4649,"Principal Data Engineer, OCI",100000-119999,data_engineer,"['Oracle', 'UX']",2,Oracle,4
4650,Data Engineer,100000-119999,data_engineer,"['Java', 'Hadoop', 'NoSQL', 'R', 'Python']",5,BASF,4
4651,Data Engineer,100000-119999,data_engineer,"['Hadoop', 'Google Cloud Platform', 'Azure', 'Scala', 'HBase', 'Java', 'Cassandra', 'MongoDB', 'Spark', 'Kubernetes', 'Git', 'AWS']",12,Monsanto,4
4652,Data Engineer II,100000-119999,data_engineer,"['Database Administration', 'SQL']",2,Carbonite,3
4653,Data Engineer,100000-119999,data_engineer,"['TensorFlow', 'Google AdWords', 'Linux', 'Machine Learning', 'XML', 'Scripting', 'Hadoop', 'Google Cloud Platform', 'JSON', 'SQL', 'Java', 'MongoDB', 'Spark', 'Load Balancing', 'Data Warehouse', 'Git', 'Shell Scripting', 'NoSQL', 'Doubleclick', 'Python']",20,Jellyfish UK,0
4654,Data Engineer,100000-119999,data_engineer,"['TensorFlow', 'Google AdWords', 'Linux', 'Machine Learning', 'XML', 'Scripting', 'Hadoop', 'Google Cloud Platform', 'JSON', 'SQL', 'Java', 'MongoDB', 'Spark', 'Load Balancing', 'Data Warehouse', 'Git', 'Shell Scripting', 'NoSQL', 'Doubleclick', 'Python']",20,Jellyfish,5
4655,Data Engineer,100000-119999,data_engineer,"['Linux', 'Ruby', 'XML', 'Pentaho', 'C/C++', 'SQL', 'HTML5', 'Java', 'Data Warehouse', 'Shell Scripting', 'XQuery', 'CSS', 'Python', 'Military Experience']",14,Novetta,3
4656,Azure Big Data Engineer,100000-119999,data_engineer,"['Spark', 'Design Experience', 'Hadoop', 'NoSQL', 'Azure', 'Scala', 'Python', 'SQL']",8,,4
4657,Data Engineer,100000-119999,data_engineer,"['Pig', 'Hive', 'Microsoft SQL Server', 'Test Automation', 'SQL', 'React', 'Big Data', 'MySQL', 'Informatica', 'Software Development', 'JavaScript', 'Hadoop', 'SDLC', 'Oracle', 'HBase', 'Java', 'Data Warehouse', 'NoSQL', 'Python', 'DB2']",20,"Tabula Rasa Healthcare, Inc",0
4658,Big Data Engineer,100000-119999,data_engineer,"['Big Data', 'Java', 'Spark', 'Scala', 'Python', 'SQL', 'AWS']",7,ZeniMax Media Inc.,4
4659,Arity - Big Data Engineer,100000-119999,data_engineer,"['Statistical Software', 'Hadoop', 'R', 'Perl', 'SAS', 'XSLT', 'SQL', 'Java', '.Net', 'C#', 'Data Warehouse', 'SPSS', 'MATLAB', 'Data Science', 'Python']",15,Allstate,4
4660,Data Engineer,100000-119999,data_engineer,"['Linux', 'SQL', 'S3', 'Git', 'Shell Scripting', 'PostgreSQL', 'Redis', 'PHP', 'AWS']",9,IDT Corporation,4
4661,Data Engineer,100000-119999,data_engineer,"['Data Warehouse', 'NoSQL', 'Jira', 'SQL', 'AWS']",5,Morningstar,4
4662,Data Engineer,100000-119999,data_engineer,,0,Armor,0
4663,Data Engineer,100000-119999,data_engineer,"['JavaScript', 'Design Patterns', 'Microsoft SQL Server', 'Ruby', 'Pentaho', 'Oracle', 'SQL', 'Java', 'PL/SQL', 'Cassandra', 'PostgreSQL', 'NoSQL', 'SVN']",13,Code Pilot,0
4664,Data Engineer,100000-119999,data_engineer,"['TensorFlow', 'Hive', 'Machine Learning', 'Pentaho', 'Hadoop', 'Kafka', 'Scala', 'R', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Informatica', 'Python', 'AWS']",15,Hagerty,4
4665,Data Engineer,100000-119999,data_engineer,"['Linux', 'Microsoft SQL Server', 'Machine Learning', 'Red Hat Enterprise Linux', 'XML', 'SQL', 'JSON', 'HTML5', 'Natural Language Processing', 'MySQL', 'PostgreSQL', 'Microsoft Windows Server', 'Oracle', 'Tableau', 'MongoDB', 'Git', 'NoSQL', 'Python']",18,Stanford University,4
4666,Big Data Engineer,100000-119999,data_engineer,"['Java', 'Hadoop', 'NoSQL', 'Build Automation']",4,Capgemini,4
4667,Data Engineer,100000-119999,data_engineer,"['XML', 'R', 'HTML5', 'JSON', 'SQL', 'C#', 'Visual Basic', 'Kafka', 'Microsoft Office', 'Tableau', '.Net', 'ArcGIS', 'Python', 'Elasticsearch', 'AWS']",15,Verisk Analytics,4
4668,Data Engineer,100000-119999,data_engineer,"['Microsoft SQL Server', 'Scripting', 'Google Cloud Platform', 'Azure', 'SQL', 'Data Warehouse', 'Informatica', 'Shell Scripting', 'Python', 'AWS']",10,Slalom Consulting,4
4669,Data Engineer,100000-119999,data_engineer,"['Linux', 'Hadoop', 'R', 'Scala', 'SAS', 'SQL', 'Tableau', 'Java', 'Big Data', 'Alteryx', 'Spark', 'Shell Scripting', 'Python', 'Jira', 'AWS']",15,WebbMason Analytics,4
4670,Big Data Engineer II,100000-119999,data_engineer,"['Linux', 'Hive', 'SQL', 'Big Data', 'Jenkins', 'Jira', 'SVN', 'TFS', 'Hadoop', 'Scripting', 'Scala', 'HBase', 'Java', 'Maven', 'Cassandra', 'Visual Studio', 'Spark', 'NoSQL', 'Shell Scripting', 'Python']",20,BCD Travel,4
4671,Big Data Developer/Data Engineer,100000-119999,data_engineer,"['Big Data', 'Business Intelligence', 'Hive', 'Spark', 'Hadoop', 'Kafka', 'Scala', 'Python', 'HBase']",9,Cognizant,4
4672,Data Engineer,100000-119999,data_engineer,"['Pig', 'Linux', 'Hive', 'Database Administration', 'Machine Learning', 'Azure', 'R', 'Solr', 'SQL', 'MySQL', 'SSH', 'PostgreSQL', 'Jenkins', 'Hadoop', 'Scala', 'Oracle', 'CI/CD', 'Java', 'Cassandra', 'MongoDB']",20,Elder Research Inc,0
4673,Data Engineer- Project Hire,100000-119999,data_engineer,"['JavaScript', 'Java', 'SPARQL', 'Python']",4,Disney,4
4674,Data Engineer,100000-119999,data_engineer,"['Project Management', 'Hadoop', 'Scripting', 'Kafka', 'SQL', 'Big Data', 'Spark', 'NoSQL', 'AWS']",9,Children's Hospital of Wisconsin,4
4675,Data Engineer,100000-119999,data_engineer,"['Project Management', 'Hadoop', 'Kafka', 'Scala', 'C/C++', 'SQL', 'Big Data', 'Java', 'Cassandra', 'NoSQL', 'PostgreSQL', 'Python', 'AWS']",13,Abbott Laboratories,4
4676,Big Data Engineer,100000-119999,data_engineer,"['Pig', 'Hive', 'Data Mining', 'Hadoop', 'Scala', 'Kafka', 'DynamoDB', 'Big Data', 'Java', 'S3', 'Cassandra', 'MongoDB', 'Spark', 'NoSQL', 'Elasticsearch']",15,Kogentix,4
4677,Data Engineer,100000-119999,data_engineer,"['Microsoft SQL Server', 'Pentaho', 'Hadoop', 'SAP', 'SQL', 'Java', 'Big Data', 'MySQL', 'Cassandra', 'PostgreSQL', 'Python']",11,Zilker Partners,0
4678,Arity - Big Data Engineer,100000-119999,data_engineer,"['Statistical Software', 'Hadoop', 'R', 'Perl', 'SAS', 'XSLT', 'SQL', 'Java', '.Net', 'C#', 'Data Warehouse', 'SPSS', 'Software Development', 'MATLAB', 'Data Science', 'Python']",16,Allstate,4
4679,Data Engineer,100000-119999,data_engineer,"['Linux', 'Scripting', 'Scala', 'Azure', 'SDLC', 'Java', 'S3', 'Shell Scripting', 'OOP', 'Python', 'AWS']",11,Groupon,4
4680,Data Engineer (m/f) – Germany,100000-119999,data_engineer,"['Big Data', 'Data Warehouse', 'NoSQL', 'R', 'SAS', 'Python', 'SQL', 'Tableau']",8,Simon-Kucher & Partners,4
4681,Software & Data Engineer,100000-119999,data_engineer,"['JavaScript', '.Net', 'Java', 'React', 'Front-End Development', 'C#', 'Kubernetes', 'REST', 'Azure', 'CSS', 'HTML5']",11,Beyondsoft Consulting,4
4682,Machine Learning Big Data Engineer,100000-119999,data_engineer,"['TensorFlow', 'Pig', 'Hive', 'Machine Learning', 'R', 'DynamoDB', 'SQL', 'Big Data', 'S3', 'Hadoop', 'Scala', 'HBase', 'Java', 'Cassandra', 'MongoDB', 'Spark', 'NoSQL', 'Python', 'AWS']",19,Emailage,4
4683,"Data Engineer - Raleigh Durham, NC",100000-119999,data_engineer,"['Linux', 'Hadoop', 'R', 'Scala', 'SAS', 'SQL', 'Tableau', 'Java', 'Big Data', 'Alteryx', 'Spark', 'Shell Scripting', 'Python', 'Jira', 'AWS']",15,WebbMason Analytics,4
4684,Data Engineer,100000-119999,data_engineer,"['Pig', 'Hive', 'Microsoft SQL Server', 'XML', 'Pentaho', 'Hadoop', 'Oracle', 'CI/CD', 'SQL', 'JSON', 'Data Warehouse', 'Informatica', 'PostgreSQL', 'NoSQL']",14,Syngenta,4
4685,Data Engineer,100000-119999,data_engineer,"['Machine Learning', 'Project Management', 'Scripting', 'SQL', 'Tableau', 'Big Data', 'MySQL', 'S3', 'Spark', 'NoSQL', 'Python', 'AWS']",12,Electronic Arts,4
4686,"Data Engineer (Charlotte, NC)",100000-119999,data_engineer,"['FTP', 'Spark', 'SSH', 'Hadoop', 'Scala', 'Azure', 'SQL', 'NFS', 'AWS']",9,"Syntelli Solutions, Inc",0
4687,Data Engineer (Hbase & Spark),100000-119999,data_engineer,"['Business Intelligence', 'Machine Learning', 'Hadoop', 'Scala', 'Kafka', 'Oracle', 'SQL', 'HBase', 'Java', 'Cassandra', 'MongoDB', 'Spark', 'Data Warehouse', 'Informatica', 'PostgreSQL', 'NoSQL', 'Redis', 'Python', 'DB2']",19,GM Financial,4
4688,Data Engineer,100000-119999,data_engineer,"['Hive', 'XML', 'CompTIA Security+', 'SQL', 'HBase', 'JSON', 'CISSP', 'Cassandra', 'MongoDB', 'Data Warehouse', 'NoSQL']",11,Booz Allen Hamilton,4
