Unnamed: 0,Location,Company_Revenue,python,sql,machine learning,r,hadoop,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Stars,No_of_Reviews,Company_Industry,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries,Company_Employees,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA
5326,,Missing,1,1,0,0,1,Big Data Engineer - AWS & Hadoop,120000-139999,data_engineer,"['Pig', 'Hive', 'Data Management', 'Hadoop', 'DynamoDB', 'Azure', 'Scala', 'Oracle', 'IT Experience', 'SQL', 'Big Data', 'Java', 'Spark', 'Design Experience', 'Python', 'AWS']",16,,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5327,NY,$5B to $10B (USD),1,0,0,0,1,Manager Machine Learning Data Engineer,120000-139999,data_engineer,"['Hadoop', 'Kafka', 'Scala', 'Oracle', 'Tableau', 'Java', 'Spark', 'Git', 'Python', 'Jira', 'AWS']",11,Altice USA,4,1394.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",1,0,1,1,1,0,1,0,0,0
5328,,Missing,1,1,0,0,1,Big Data Engineer - AWS & Hadoop,120000-139999,data_engineer,"['Pig', 'Hive', 'Data Management', 'Hadoop', 'DynamoDB', 'Azure', 'Scala', 'Oracle', 'IT Experience', 'SQL', 'Big Data', 'Java', 'Spark', 'Design Experience', 'Python', 'AWS']",16,,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5329,,Missing,1,1,0,0,1,Big Data Engineer - AWS & Hadoop,120000-139999,data_engineer,"['Pig', 'Hive', 'Data Management', 'Hadoop', 'DynamoDB', 'Azure', 'Scala', 'Oracle', 'IT Experience', 'SQL', 'Big Data', 'Java', 'Spark', 'Design Experience', 'Python', 'AWS']",16,,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5330,,Missing,0,0,0,0,0,Data Engineer,120000-139999,data_engineer,,0,Stride Search,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,0,0,0,0,0,0
5331,CA,Missing,0,0,1,0,1,Sr. Data Engineer,120000-139999,data_engineer,"['Pig', 'Hive', 'Machine Learning', 'Hadoop', 'Scala', 'Kafka', 'HBase', 'Big Data', 'Cassandra', 'MongoDB', 'Spark', 'Data Warehouse', 'NoSQL', 'AWS']",14,Trianz,4,15.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,1,0,0,0,0
5332,MD,Missing,1,1,1,0,1,Sr Data Engineer,120000-139999,data_engineer,"['Pig', 'TensorFlow', 'Hive', 'Machine Learning', 'C/C++', 'SQL', 'Big Data', 'Natural Language Processing', 'Design Experience', 'PostgreSQL', 'OOP', 'Data Mining', 'Ruby', 'Scripting', 'Hadoop', 'Oracle', 'MongoDB', 'Spark', 'Python']",19,University of Maryland Medical System,4,737.0,Health Care,0,0,1,0,0,0,0,0,0,1,0,0,"10,000+",0,0,1,0,1,0,0,0,0,0
5333,MI,Missing,1,1,0,0,1,Sr. Hadoop Big Data Engineer,120000-139999,data_engineer,"['Pig', 'Linux', 'Hive', 'Red Hat Enterprise Linux', 'SQL', 'Threading', 'Microsoft Powerpoint', 'Hadoop', 'Kafka', 'HBase', 'ZooKeeper', 'Microsoft Office', 'Tableau', 'Java', 'Microsoft Word', 'Spark', 'QlikView', 'Visio', 'Python']",19,Meridian Health Plan,3,155.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0,missing,1,0,1,1,1,0,0,0,0,0
5334,MA,Missing,1,1,0,1,1,Principal Data Engineer,120000-139999,data_engineer,"['Hadoop', 'Scala', 'R', 'Software Testing', 'Azure', 'SQL', 'Java', 'Spark', 'Data Warehouse', 'Software Development', 'REST', 'Python', 'AWS']",13,Nielsen,4,2066.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"10,000+",0,0,1,1,1,0,0,0,0,1
5335,CA,Missing,0,1,1,0,1,Senior Data Engineer,120000-139999,data_engineer,"['Pig', 'Hive', 'Machine Learning', 'Hadoop', 'Scala', 'CI/CD', 'HBase', 'SQL', 'Java', 'Big Data', 'Spark', 'NoSQL', 'Elasticsearch', 'AWS']",14,"TrueCar, Inc.",3,21.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,1,0,0,0,0
5336,NY,Missing,1,1,1,0,1,Data Engineer,140000-159999,data_engineer,"['Linux', 'Hive', 'Machine Learning', 'Hadoop', 'SQL', 'Spark', 'Git', 'Python']",8,Getty Images,4,102.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,"Less than 10,000",0,0,1,0,1,0,1,0,0,0
5337,CA,Missing,1,0,0,0,1,"Data Engineer, Cloud Platforms",140000-159999,data_engineer,"['Java', 'Hive', 'Spark', 'Hadoop', 'Kafka', 'Scala', 'Python', 'HBase']",8,Tesla,4,1445.0,Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",0,0,1,1,1,1,0,0,0,0
5338,,Missing,1,1,0,0,0,Data Engineer,140000-159999,data_engineer,"['Scripting', 'SQL', 'Big Data', 'S3', 'NoSQL', 'Shell Scripting', 'Python', 'AWS']",8,PlayQ,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
5339,,Missing,1,0,0,0,1,Data Engineer,140000-159999,data_engineer,"['Hive', 'Hadoop', 'Big Data', 'S3', 'Spark', 'Python', 'AWS']",7,KEYPR,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,0
5340,CA,Missing,1,1,0,0,1,Data Engineer,140000-159999,data_engineer,"['DynamoDB', 'SQL', 'Hadoop', 'Kafka', 'Scala', 'Java', 'Cassandra', 'Spark', 'Python', 'AWS']",10,GumGum,4,4.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,1,0,0,0,0
5341,NY,Missing,1,1,0,0,0,Data Engineer,140000-159999,data_engineer,"['Scala', 'CI/CD', 'SQL', 'Apache', 'Java', 'Spark', 'Python', 'AWS']",8,Quartet,5,4.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,1,0,0,0
5342,CA,Missing,1,0,1,0,1,Data Engineer,140000-159999,data_engineer,"['Pig', 'Hive', 'Machine Learning', 'Hadoop', 'Tableau', 'MySQL', 'Spark', 'Data Warehouse', 'Python']",9,drawbridge,5,3.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,0,1,0,1,1,0,0,0,0
5343,NY,Missing,0,0,1,0,1,Quant Developer/Data Engineer - Investment Bank,140000-159999,data_engineer,"['Predictive Analytics', 'AI', 'Machine Learning', 'Hadoop', 'Project Management']",5,UBS,4,1674.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",0,0,0,0,1,0,1,0,0,0
5344,,Missing,1,0,1,0,0,Data Engineer,140000-159999,data_engineer,"['Spark', 'Machine Learning', 'Scala', 'Python', 'AWS']",5,Scoop Technologies,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,0
5345,CA,$1B to $5B (USD),0,0,0,0,1,Data Engineer,140000-159999,data_engineer,"['React', 'JavaScript', 'Java', 'Hive', 'Angular', 'Spark', 'Hadoop', 'Network', 'Scala', 'C/C++']",10,Twitter,4,63.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,1,1,1,0,0,0,0
5346,NY,Missing,1,0,0,0,0,Data Engineer – Legal & Licensing,140000-159999,data_engineer,"['Data Warehouse', 'Scala', 'Google Cloud Platform', 'Azure', 'Python']",5,Spotify,4,35.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,0,0,1,0,1,0,0,0
5347,CA,Missing,1,0,1,0,1,Data Engineer,140000-159999,data_engineer,"['Machine Learning', 'Hadoop', 'Scala', 'Kafka', 'Java', 'S3', 'Spark', 'Software Development', 'Python', 'Jira', 'AWS']",11,HotSchedules,4,24.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,1,0,0,0,0
5348,NY,Missing,0,0,0,0,1,Data Engineer,140000-159999,data_engineer,"['Cassandra', 'Spark', 'Hadoop', 'Google Cloud Platform', 'CI/CD']",5,Spotify,4,35.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,0,1,0,1,0,0,0
5349,MA,Missing,1,0,0,0,0,Full Cycle Data Engineer,140000-159999,data_engineer,"['Java', 'REST', 'DynamoDB', 'Python', 'AWS']",5,iRobot Corporation,4,20.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,0,0,0,0,1
5350,CA,Missing,1,1,1,1,1,Sr. Data Engineer,140000-159999,data_engineer,"['Akka', 'Machine Learning', 'Hadoop', 'Scala', 'Kafka', 'R', 'Oracle', 'SQL', 'Java', 'MySQL', 'Cassandra', 'Spark', 'GraphQL', 'Python']",14,National Football League,4,321.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,"Less than 10,000",0,0,1,1,1,1,0,0,0,0
5351,CA,Missing,1,1,0,0,1,Data Engineer,140000-159999,data_engineer,"['Java', 'Big Data', 'Hive', 'Spark', 'Data Warehouse', 'Hadoop', 'Scala', 'Python', 'SQL']",9,VideoAmp,4,3.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,1,1,1,0,0,0,0
5352,CA,Missing,1,0,0,0,1,Data Engineer,140000-159999,data_engineer,"['Hadoop', 'Scala', 'Kafka', 'C/C++', 'JSON', 'Tableau', 'Java', 'Spark', 'Python', 'Elasticsearch']",10,Thrive Market,3,43.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,0,1,1,1,1,0,0,0,0
5353,CA,Missing,1,1,0,0,0,Data Engineer,140000-159999,data_engineer,"['Java', 'React', 'Selenium', 'REST', 'PostgreSQL', 'Redis', 'Google Cloud Platform', 'Python', 'SQL']",9,Alloy,4,7.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,1,0,0,0,0
5354,NY,Missing,0,1,0,1,1,Data Engineer,140000-159999,data_engineer,"['Linux', 'Hive', 'Database Administration', 'Perl', 'Google Cloud Platform', 'DynamoDB', 'R', 'SQL', 'Cloud Computing', 'Big Data', 'Design Experience', 'Mesos', 'Hadoop', 'Kafka', 'Oracle', 'Java', 'Cassandra', 'MongoDB', 'Spark', 'NoSQL']",20,EquiLend,3,4.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,"Less than 10,000",0,0,1,1,1,0,1,0,0,0
5355,,Missing,1,1,1,0,0,Data Engineer,140000-159999,data_engineer,"['Spark', 'Machine Learning', 'Python', 'SQL', 'AWS']",5,7Park Data,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,0
5356,CA,Missing,1,1,0,0,1,Data Engineer,140000-159999,data_engineer,"['Go', 'Hadoop', 'Google Cloud Platform', 'Scala', 'Kafka', 'C/C++', 'SQL', 'JSON', 'Apache', 'Java', 'Spark', 'Data Warehouse', 'NoSQL', 'Python', 'AWS']",15,Tradesy,4,2.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,1,0,0,0,0
5357,CA,Missing,1,1,0,0,0,Data Engineer,140000-159999,data_engineer,"['Hive', 'Oracle', 'Python', 'SQL', 'Tableau', 'AWS']",6,Trianz,4,15.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,0,0,0,1,1,0,0,0,0
5358,NY,More than $10B (USD),0,0,0,0,0,"Data Engineer, Advertising Science",140000-159999,data_engineer,"['Spark', 'Git', 'Google Cloud Platform', 'Azure', 'AWS']",5,Viacom,4,485.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",0,0,1,0,1,0,1,0,0,0
5359,,Missing,1,0,1,0,0,Streaming Data Engineer,140000-159999,data_engineer,"['Java', 'Machine Learning', 'Python', 'AWS']",4,TPC Energy Fund,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,0,0,0,0,0
5360,TX,Missing,1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,,4,14988.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,1,0
5361,WA,Missing,1,1,0,0,0,CORE - Data Engineer,140000-159999,data_engineer,"['Spark', 'Design Experience', 'Scripting', 'Azure', 'Google Cloud Platform', 'Python', 'SQL', 'AWS']",8,Logic20/20,4,8.0,Consulting and Business Services,0,1,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,1,0,1,0,0,0,0,0
5362,AZ,Missing,1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,,4,14988.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5363,,Missing,1,0,1,0,1,Data Engineer,140000-159999,data_engineer,"['Pig', 'TensorFlow', 'Machine Learning', 'Perl', 'MySQL', 'PostgreSQL', 'Ruby', 'Hadoop', 'Kafka', 'Spark', 'NoSQL', 'Python', 'VersionOne', 'AWS']",14,Shippo,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,0
5364,,Missing,1,0,1,0,1,Data Engineer,140000-159999,data_engineer,"['Machine Learning', 'Hadoop', 'Kafka', 'Java', 'Spark', 'Software Development', 'Python', 'AWS']",8,INSIGHT ENGINES,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5365,CA,Missing,1,1,0,1,0,Visualization Data Engineer,140000-159999,data_engineer,"['Linux', 'Business Intelligence', 'R', 'Perl', 'SQL', 'Tableau', 'QlikView', 'PostgreSQL', 'Google Suite', 'Python', 'AWS']",11,Copper,4,14.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,0,0,0,1,1,0,0,0,0
5366,,Missing,1,1,0,0,1,"Senior Data Engineer - ETL, SQL, Data Warehousing",140000-159999,data_engineer,"['Business Intelligence', 'Hive', 'Go', 'Hadoop', 'Scala', 'SQL', 'Tableau', 'Big Data', 'Java', 'Spark', 'Data Warehouse', 'PostgreSQL', 'NoSQL', 'Python', 'AWS']",15,Coffee Meets Bagel,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,0,1,1,1,0,0,0,0,0
5367,CA,Missing,1,1,0,0,1,"Senior Data Engineer, Content",140000-159999,data_engineer,"['Pig', 'Hive', 'Spark', 'Microsoft SQL Server', 'Data Warehouse', 'Informatica', 'Hadoop', 'Python', 'SQL', 'Teradata']",10,Netflix,4,421.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,missing,0,0,1,0,1,1,0,0,0,0
5368,CA,More than $10B (USD),1,1,0,1,1,Big Data Engineer - Digital Wealth,140000-159999,data_engineer,"['Hive', 'Hadoop', 'Project Management', 'R', 'Scala', 'SQL', 'Tableau', 'Big Data', 'Spark', 'Data Warehouse', 'Python']",11,BlackRock,4,358.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",1,0,1,0,1,1,0,0,0,0
5369,,Missing,1,0,1,0,1,Data Engineer,140000-159999,data_engineer,"['Pig', 'TensorFlow', 'Machine Learning', 'Perl', 'MySQL', 'PostgreSQL', 'Ruby', 'Hadoop', 'Kafka', 'Spark', 'NoSQL', 'Python', 'VersionOne', 'AWS']",14,Shippo,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,0
5370,CA,Missing,1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,,4,14988.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,1,0,0,0,0
5371,WA,Missing,1,1,1,1,0,Data Engineer,140000-159999,data_engineer,"['Hive', 'Machine Learning', 'R', 'SQL', 'Kubernetes', 'Puppet', 'Jenkins', 'JavaScript', 'Spring', 'Chef', 'PowerShell', 'Scripting', 'Kafka', 'Ansible', 'Java', 'Spark', 'Docker', 'Python']",18,lululemon athletica,4,413.0,Not Listed,0,1,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5372,NY,More than $10B (USD),1,0,0,0,1,Data Engineer,140000-159999,data_engineer,"['Big Data', 'Linux', 'Spark', 'Hadoop', 'Scala', 'Kafka', 'Python', 'AWS']",8,Comcast,4,12327.0,Telecommunications,0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",0,0,1,0,1,0,1,0,0,0
5373,,Missing,1,1,0,0,1,Data Engineer,140000-159999,data_engineer,"['Design Experience', 'Hadoop', 'Scripting', 'Kafka', 'Scala', 'Python', 'SQL', 'AWS']",8,"Edison Software, Inc.",0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
5374,CA,Missing,1,1,0,0,0,"Data Engineer, Oculus Insights and Analytics",140000-159999,data_engineer,"['Java', 'Image Processing', 'C/C++', 'Python', 'PHP', 'SQL']",6,Facebook,4,387.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"10,000+",0,0,0,1,1,1,0,0,0,0
5375,CO,Missing,1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,,4,14988.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5376,CA,Missing,0,1,0,0,0,Spark Data Engineer,140000-159999,data_engineer,"['Linux', 'Scala', 'DynamoDB', 'Kafka', 'Oracle', 'Cloud Computing', 'SQL', 'Java', 'S3', 'MySQL', 'Cassandra', 'Spark', 'PostgreSQL', 'Shell Scripting', 'AWS']",15,Red Ventures,3,511.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,1,1,1,0,0,0,0
5377,CA,Missing,1,1,0,0,1,Senior Data Engineer,140000-159999,data_engineer,"['Hadoop', 'Oracle', 'SQL', 'Tableau', 'MySQL', 'PL/SQL', 'Data Warehouse', 'Design Experience', 'OOP', 'Python', 'AWS']",11,23andMe,4,4.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0,"Less than 10,000",1,0,0,0,1,1,0,0,0,0
5378,NY,$1B to $5B (USD),1,1,0,0,0,Principal Data Engineer,140000-159999,data_engineer,"['Microsoft SQL Server', 'Pentaho', 'DynamoDB', 'Scala', 'Kafka', 'C/C++', 'SQL', 'Java', 'Spark', 'Informatica', 'NoSQL', 'Python', 'AWS']",13,Scholastic,4,646.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",0,0,1,1,1,0,1,0,0,0
5379,TX,Missing,1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,1,0
5380,CA,$1B to $5B (USD),0,0,0,0,0,"Data Engineer, Data Science",140000-159999,data_engineer,,0,Twitter,0,0.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,0,0,0,1,0,0,0,0
5381,CA,Missing,1,0,0,0,1,Big Data Engineer,140000-159999,data_engineer,"['Java', 'Spark', 'REST', 'Hadoop', 'Kafka', 'Python', 'Elasticsearch']",7,Zscaler,4,16.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,1,1,1,0,0,0,0
5382,CA,Missing,1,0,0,0,1,Big Data Engineer,140000-159999,data_engineer,"['Pig', 'Hive', 'Hadoop', 'Google Cloud Platform', 'Scala', 'Kafka', 'CI/CD', 'HBase', 'Java', 'Cassandra', 'Maven', 'MongoDB', 'Spark', 'SSH', 'Shell Scripting', 'NoSQL', 'Python']",17,Grid Dynamics,4,2.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,1,0,0,0,0
5383,CA,Missing,1,1,1,0,1,Data Engineer,140000-159999,data_engineer,"['Pig', 'Hive', 'Machine Learning', 'SQL', 'Natural Language Processing', 'MySQL', 'Confluence', 'Jira', 'Hadoop', 'Kafka', 'HBase', 'MongoDB', 'Spark', 'Git', 'Docker', 'NoSQL', 'Python', 'Elasticsearch']",18,Ten-X,4,17.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,0,1,1,0,0,0,0
5384,DC,Missing,1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,,4,14988.0,Not Listed,0,0,0,1,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5385,GA,Missing,1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,,4,14988.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5386,TX,Missing,1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,,4,14988.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,1,0
5387,CA,Missing,1,1,0,0,1,Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'Scripting', 'Kafka', 'Scala', 'SQL', 'Big Data', 'Java', 'Spark', 'NoSQL', 'Python']",10,"Faraday Future, Inc.",3,37.0,Auto,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,1,1,1,1,0,0,0,0
5388,CA,$5B to $10B (USD),1,1,0,0,1,Data Engineer,140000-159999,data_engineer,"['Hive', 'VMWare', 'Hadoop', 'Scripting', 'SAP', 'SQL', 'Tableau', 'Troubleshooting', 'Informatica', 'Python', 'AWS']",11,VMware,4,649.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"10,000+",1,0,0,0,1,1,0,0,0,0
5389,DE,Missing,1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,,4,14988.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5390,CA,Missing,0,0,1,0,0,Big Data Engineer,140000-159999,data_engineer,"['Java', 'Big Data', 'Confluence', 'Machine Learning', 'Git', 'Docker', 'Jira', 'AWS']",8,"GlobalLogic, Inc.",4,362.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,1,0,0,0,0
5391,WA,Missing,1,1,0,0,1,Azure Big Data Engineer,140000-159999,data_engineer,"['Spark', 'Design Experience', 'Hadoop', 'NoSQL', 'Azure', 'Scala', 'Python', 'SQL']",8,,4,14988.0,Not Listed,0,1,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,0
5392,IL,Missing,1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,,4,14988.0,Not Listed,1,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5393,IL,Missing,0,1,0,1,0,DATA ENGINEER - INVESTMENT MANAGEMENT,140000-159999,data_engineer,"['R', 'CI/CD', 'SQL']",3,William Blair & Company,4,24.0,Not Listed,1,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
5394,IL,More than $10B (USD),1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,Accenture,4,14988.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0,"10,000+",0,0,1,1,1,0,0,0,0,0
5395,,Missing,1,0,1,0,1,"Big Data Engineer- Fulltime- San Diego, CA",140000-159999,data_engineer,"['Machine Learning', 'Hadoop', 'Scala', 'HBase', 'Big Data', 'Java', 'Cassandra', 'S3', 'Spark', 'Software Development', 'NoSQL', 'Python']",12,Applied Thought,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5396,VA,More than $10B (USD),1,0,0,0,1,Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Linux', 'Hadoop', 'Scripting', 'Scala', 'Perl', 'HBase', 'ZooKeeper', 'Big Data', 'Java', 'Cassandra', 'Angular', 'MongoDB', 'Spark', 'Design Experience', 'PostgreSQL', 'NoSQL', 'Shell Scripting', 'Python', 'Military Experience']",20,Capital One,4,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",0,0,1,1,1,0,0,1,0,0
5397,MA,Missing,1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,,4,14988.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,1
5398,GA,More than $10B (USD),1,1,0,0,1,Azure Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'Azure', 'Scala', 'SQL', 'Java', 'Spark', 'Design Experience', 'NoSQL', 'Python']",9,Accenture,4,14988.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0,"10,000+",0,0,1,1,1,0,0,0,0,0
5399,CA,Missing,0,0,0,0,0,Senior Data Engineer,140000-159999,data_engineer,,0,Coursera,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,0,1,0,0,0,0
5400,CA,Missing,0,0,1,0,1,Big Data Engineer,140000-159999,data_engineer,"['Pig', 'Linux', 'Hive', 'System Design', 'Machine Learning', 'XML', 'Hadoop', 'HBase', 'JSON', 'Java', 'Spark', 'REST']",12,Oath Inc,4,33.0,Telecommunications,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,1,1,1,1,0,0,0,0
